https://rss.nytimes.com/services/xml/rss/nyt/Politics.xml,New York Times, Far Left
https://feeds.washingtonpost.com/rss/politics,Washington Post, Left
https://moxie.foxnews.com/google-publisher/us.xml,Fox News, Right
https://feeds.a.dj.com/rss/WSJcomUSBusiness.xml,Wall Street Journal, Center
https://www.vox.com/rss/index.xml,Vox, Far Left
http://rss.cnn.com/rss/cnn_us.rss,CNN, Left
https://nypost.com/news/feed/,New York Post, Right
https://www.dailymail.co.uk/ushome/index.rss,Daily Mail, Far Right
